1,candidate,3fbff72e-20a4-43d7-9826-fb2612948458.pdf,de4439fb-0cf3-4510-bfbe-cd41eb278b09.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Data Scientist,3fbff72e-20a4-43d7-9826-fb2612948458_vs_de4439fb-0cf3-4510-bfbe-cd41eb278b09_summary.pdf,2025-06-26T00:11:33.729854
1,candidate,67fd46ef-1a0a-409c-ac9c-c274f12fe9a7_B22AI096_Itham_Premchand_Resume.pdf,edc1c8cd-b4aa-4766-9e1a-3aa1e3ca7414_oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Data Scientist,67fd46ef-1a0a-409c-ac9c-c274f12fe9a7_B22AI096_Itham_Premchand_Resume_vs_edc1c8cd-b4aa-4766-9e1a-3aa1e3ca7414_oracle_summary.pdf,2025-06-26T00:12:56.054677
1,recruiter,0bf6a5aa-752c-43ae-aa82-23c79e7ad1dc_B22AI096_Itham_Premchand_Resume.pdf,82ca7bb6-cb99-468b-9822-6538636be887_oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Data Scientist,0bf6a5aa-752c-43ae-aa82-23c79e7ad1dc_B22AI096_Itham_Premchand_Resume_vs_82ca7bb6-cb99-468b-9822-6538636be887_oracle_summary.pdf,2025-06-26T00:13:13.200181
1,recruiter,B22AI096_Itham_Premchand_Resume.pdf,oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Data Scientist,B22AI096_Itham_Premchand_Resume_vs_oracle_summary.pdf,2025-06-26T00:15:41.664070
1,recruiter,B22AI096_Itham_Premchand_Resume.pdf,oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Data Scientist,B22AI096_Itham_Premchand_Resume_vs_oracle_summary.pdf,2025-06-26T00:21:22.641278
1,recruiter,cv.pdf,oracle.pdf,83.72,,"communication, english, presentation, problem solving, team player","c++, css, deep learning, django, git, html, java, javascript, keras, machine learning, natural language processing, pandas, python, pytorch, sklearn",Data Scientist,cv_vs_oracle_summary.pdf,2025-06-26T00:21:25.084641
1,recruiter,resume_sample_student8ea47e04a8fe67e6b7acff0000376a3b.pdf,oracle.pdf,80.73,communication,"english, presentation, problem solving, team player",,Data Scientist,resume_sample_student8ea47e04a8fe67e6b7acff0000376a3b_vs_oracle_summary.pdf,2025-06-26T00:21:27.013515
1,candidate,B22AI096_Itham_Premchand_Resume.pdf,ggogle_jd.pdf,72.93,problem solving,,"communication, css, git, java, javascript, machine learning, python, sql, team player, teamwork",Data Scientist,B22AI096_Itham_Premchand_Resume_vs_ggogle_jd_summary.pdf,2025-06-26T00:27:00.170840
1,candidate,B22AI096_Itham_Premchand_Resume.pdf,oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Data Scientist,B22AI096_Itham_Premchand_Resume_vs_oracle_summary.pdf,2025-06-26T00:27:01.991270
1,candidate,B22AI096_Itham_Premchand_Resume.pdf,sample-job-description_1.pdf,77.76,problem solving,"attention to detail, pm","communication, css, git, java, javascript, machine learning, python, sql, team player, teamwork",Data Scientist,B22AI096_Itham_Premchand_Resume_vs_sample-job-description_1_summary.pdf,2025-06-26T00:27:04.384952
1,candidate,B22AI096_Itham_Premchand_Resume.pdf,sample-job-description.pdf,78.95,communication,,"css, git, java, javascript, machine learning, problem solving, python, sql, team player, teamwork",Data Scientist,B22AI096_Itham_Premchand_Resume_vs_sample-job-description_summary.pdf,2025-06-26T00:27:06.173289
1,recruiter,B22AI096_Itham_Premchand_Resume.pdf,oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Data Scientist,B22AI096_Itham_Premchand_Resume_vs_oracle_summary.pdf,2025-06-26T00:30:42.811456
1,candidate,B22AI096_Itham_Premchand_Resume.pdf,oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Unknown,B22AI096_Itham_Premchand_Resume_vs_oracle_summary.pdf,2025-06-26T00:33:22.786772
1,candidate,B22AI096_Itham_Premchand_Resume.pdf,oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Unknown,B22AI096_Itham_Premchand_Resume_vs_oracle_summary.pdf,2025-06-26T00:34:21.391509
1,candidate,B22AI096_Itham_Premchand_Resume.pdf,oracle.pdf,81.49,"communication, problem solving, team player","english, presentation","css, git, java, javascript, machine learning, python, sql, teamwork",Unknown,B22AI096_Itham_Premchand_Resume_vs_oracle_summary.pdf,2025-06-26T00:34:29.563805
